word_a	word_b	rhyme
fut	slut	1
Høye	øye	1
månelys	spys	1
førte	hørte	1
færing	næring	1
sette	rette	1
hugger	vugger	1
slagen	dagen	1
flom	helligdom	1
dere	sti	1
se	kne	1
hvilehjem	frem	1
bøye	høye	1
mæle	knele	1
pene	...	1
dragen	skarlagen	1
rene	scene	1
minister	antikrister	1
flammesky	ny	1
Bolt	graneholt	1
rødt	blødt	1
solnedgangsbrynet	synet	1
grav	gav	1
når	får	1
vernet	fjernet	1
filler	spiller	1
harpespill	vil	1
rammer	kammer	1
dyp	kryp	1
bliv	kiv	1
feide	arbeide	1
sommerblekt	vekt	1
brenner	strender	1
lang	fuglesang	1
åpenbar	har	1
vannet	landet	1
forhindre	indre	1
føde	øde	1
karriére	snakke	1
itu	hu	1
gruer	luer	1
overflod	blod	1
tornekrans	glans	1
spilles	hildes	1
prent	endevendt	1
lot	blod	1
Krim	grim	1
dommedagen	redselsslagen	1
snilte	smilte	1
sti	bergeli	1
svinner	tinder	1
spår	år	1
gryte	gyte	1
vår	formår	1
løper	svøper	1
risp	visp	1
bred	fred	1
herneden	sæden	1
fisk	disk	1
av	lav	1
herskerinnen	kvinnen	1
henter	prenter	1
øve	prøve	1
kirkebordet	koret	1
tvil	smil	1
strid	bit	1
du	nå	1
viker	riker	1
sprak	trak	1
direktør	klør	1
væpne	skjebne	1
røde	døde	1
stemme	skremme	1
nøyes	opphøyes	1
vidunder	innunder	1
hvilegren	prøvesten	1
lande	strande	1
neger	beger	1
setning	gjetning	1
slam	skam	1
sko	bo	1
tenne	kjenne	1
bønner	sønner	1
sletter	stjernenetter	1
sporden	svoren	1
brenner	tenner	1
lund	hun	1
bolig	fortrolig	1
lise	prise	1
templet	stemplet	1
tale	gale	1
støyt	sprøyt	1
grodde	bodde	1
drott	godt	1
fart	kart	1
bunnen	grunnen	1
forresten	blesten	1
pakt	vakt	1
led	ed	1
fløt	kjøt	1
lamper	damper	1
buser	huser	1
grensepost	frost	1
ordet	bordet	1
lever	bever	1
stimulanser	sanser	1
kneet	rognebærtreet	1
litt	titt	1
døden	morgen-røden	1
stad	rad	1
snur	ur	1
regjerer	manerer	1
symfoni	fri	1
vekkes	forskrekkes	1
dem	ungdoms-hjem	1
hete	Lethe	1
rykter	frykter	1
lever	hever	1
flokk	klippeblokk	1
oppe	toppe	1
strand	brann	1
sjø	frø	1
regjerer	proklamerer	1
navn	gavn	1
lyner	syner	1
penn	menn	1
sone	trone	1
blidt	lidt	1
gjerde	ferde	1
lav	gav	1
stirrer	virrer	1
selv	Desemberkveld	1
slåss	oss	1
kår	står	1
lenges	sprenges	1
prakt	forakt	1
sted	fjed	1
klager	jager	1
rognekjæret	Kariskjæret	1
øen	snøen	1
ned	le	1
skjønn	bønn	1
tverr	er	1
vet	ubønnhørlighet	1
havet	kave	1
hegn	egn	1
på	Vå	1
Se	ve	1
pen	ren	1
gløde	dyreføde	1
prest	sydvest	1
bolig	trolig	1
ende	frende	1
flaskepropp	krusekopp	1
vår	ødegård	1
føde	bløde	1
brett	ett	1
fil	vil	1
elling	melding	1
skimtet	glimtet	1
vindruemarker	akasieparker	1
standart	klart	1
bryter	gyter	1
nordlys-strøm	drøm	1
sympati	trylleri	1
tingen	øyelågsvingen	1
lund	munn	1
være	bære	1
rast	skjendtselslast	1
vind	tind	1
annet	FAR	1
tærer	bærer	1
skrenter	venter	1
vår	når	1
slakt	jakt	1
svenne	elende	1
kamp	ramp	1
dans	brudekrans	1
velbehag	dag	1
skygge	himmelbrygge	1
hever	bever	1
's	dans	1
lå	strå	1
tårn	tilforn	1
beskjed	sted	1
press	ness	1
murstensmassen	søplekassen	1
fugleskrik	slik	1
tekst	vekst	1
kongehaller	krystaller	1
fisk	frisk	1
skar	bar	1
dal	portal	1
tvile	hvile	1
faste	baste	1
mynder	begynner	1
fryd	syd	1
bror	overbord	1
fange	gange	1
skinner	kvinner	1
tid	glid	1
endt	vendt	1
falt	gestalt	1
tvist	gnist	1
eksesser	Eisenfresser	1
røs	fjøs	1
bandt	sant	1
's	brudekrans	1
forvirret	stirret	1
lenker	senker	1
jaget	plaget	1
dør	sør	1
fletning	gjetning	1
knopp	opp	1
plogen	skogen	1
år	muregård	1
være	været	1
bevet	strevet	1
verk	sterk	1
sist	pist	1
ved	skred	1
Januarsynet	brynet	1
vind	stjerneskinn	1
gjemmer	fremmer	1
strekker	klipperekker	1
vann	Kristiansand	1
kår	slår	1
seminarister	jurister	1
skulle	kulde	1
tall	manne-fall	1
grunne	sunde	1
stor	fjord	1
dvale	sale	1
tinder	kvinner	1
ben	sen	1
svar	lokker	1
minnesmerker	mesterverker	1
glugger	vugger	1
stod	glo	1
lo	slo	1
brent	instrument	1
lik	korpeskrik	1
munn	tanke-grunn	1
forbi	fremtidssti	1
lagt	skaper-makt	1
fantasier	bier	1
funnet	runnet	1
oase	rase	1
ler	ser	1
ektere	forfektere	1
stanser	sanser	1
retrett	skvett	1
kobberskjold	gold	1
skjær	er	1
reis	underveis	1
møtte	blødte	1
vindusglass	palass	1
vår	står	1
kår	forsmår	1
på	vrå	1
fjære	bære	1
bærer	skjærer	1
koloss	foss	1
bukt	fukt	1
flokk	fnokk	1
verdens-bulder	skulder	1
skare	snare	1
stum	sum	1
ed	fred	1
igjen	ven	1
alt	salt	1
opp	mastetopp	1
bud	gud	1
veg	hei	1
fjæle	sjele	1
kjenner	frender	1
hvordan	land	1
forsmår	hår	1
sanden	stranden	1
vår	år	1
blende	vende	1
eviggrønt	skjønt	1
næret	tæret	1
fanger	folke-sanger	1
stolte	solgte	1
runde	sunne	1
porer	matadorer	1
skjell	kveld	1
deri	sympati	1
elveseng	eng	1
stol	sol	1
lett	minarett	1
splid	strid	1
blandet	landet	1
favner	ravner	1
dekket	knekket	1
hete	væte	1
snor	tror	1
fryse	lyse	1
bram	skam	1
forvilles	hildes	1
nomader	søylerader	1
din	sinn	1
fest	Korsfest	1
slå	formå	1
leire	seire	1
blitt	Sønderslitt	1
lo	blod	1
fund	stund	1
allkjærligheten	sæden	1
sne	det	1
hjem	rem	1
tel	Tell	1
slitt	kreditt	1
igjen	den	1
går	får	1
santkehans	stans	1
her	der	1
været	besværet	1
ord	blomsterflor	1
ned	vet	1
svar	spar	1
hang	svang	1
lyden	Syden	1
vår	forgår	1
tanker	menn	1
tid	forbløde	1
ham	hundeglam	1
enger	penger	1
prakt	drakt	1
bare	bevare	1
fin	sølvsardin	1
gøyeblikk	gikk	1
svært	kjært	1
gjette	sette	1
møtes	bøtes	1
det	smerte	1
båren	utkåren	1
bjørkestammen	sammen	1
hus	grus	1
prammer	flammer	1
henger	strenger	1
paragrafer	skaffer	1
frydeskrik	lik	1
åndehære	ære	1
mur	natur	1
drømte	tømte	1
gjort	bort	1
felt	Belt	1
redningsplanke	tanke	1
slå	blå	1
slag	lag	1
trist	pist	1
sceneriet	viet	1
fjerner	strandblomststjerner	1
endt	skrent	1
om	rom	1
blunde	lunde	1
alt	kalt	1
mon	ånd	1
dale	prale	1
vente	kjente	1
gjest	best	1
vår	slår	1
seiler	steiler	1
Tor	nord	1
nattelosji	gi	1
skvetten	pletten	1
psalter	alter	1
senkes	lenkes	1
no	blod	1
kluss	buss	1
dyst	bryst	1
dirrer	svirrer	1
jord	bror	1
pinner	finner	1
fremmer	beskjemmer	1
jord	varselsord	1
seier	veier	1
fjeset	freset	1
ene	folk	1
hulder	skulder	1
korsfest	fest	1
hård	år	1
dag	jag	1
april	vil	1
fly	by	1
ben	ren	1
bryllupsgilde	silde	1
har	bar	1
inne	vinne	1
hvelver	skjelver	1
hi	forbi	1
stokk	kirkeflokk	1
kjoler	symboler	1
slakt	forakt	1
hvisler	risler	1
drakt	vakt	1
bli	forbi	1
slå	få	1
stand	vann	1
så	stå	1
skalle	falle	1
merk	verk	1
bedrifter	skrifter	1
flyver	lyver	1
våren	gården	1
sut	lut	1
forbanne	sanne	1
tviler	smiler	1
lyse	gyse	1
øret	skape	1
bange	sange	1
sønderslite	vite	1
grunn	rund	1
daler	befaler	1
vest	rest	1
gry	sky	1
krets	tilfreds	1
fordrevet	revet	1
just	pust	1
vill	vil	1
vind	finn	1
syngen	lyngen	1
søvnig-gretten	13	1
pest	sommerfest	1
fri	geni	1
fullkommenhet	atlet	1
lun	skogpaulun	1
brøt	glød	1
tukter	frukter	1
sand	brann	1
fjær	nær	1
himmeldrømmen	strømmen	1
hammer	rammer	1
makter	forakter	1
ende	kjenne	1
slukker	dukker	1
nut	ut	1
skole	stole	1
sabel	kabel	1
blid	tid	1
bevare	spare	1
riktig	forsiktig	1
slagg	flagg	1
bort	fort	1
øre	føre	1
syd	pryd	1
kuppel-løker	reisebøker	1
forskrekket	knekket	1
kneler	mæler	1
bedrift	lueskrift	1
hen	den	1
grunn	bunn	1
gravet	havet	1
lang	betvang	1
spare'n	faren	1
ihop	grop	1
gi	i	1
gjelds	pels	1
beveges	preges	1
skam	fornam	1
tabernakler	stakler	1
dag	Prag	1
deri	kogleri	1
skjære	være	1
slør	før	1
skjende	elende	1
strand	Kristiansand	1
druer	skuer	1
grav	av	1
én	ren	1
slutt	brutt	1
nei	vei	1
fjerne	stjerne	1
violett	retrett	1
truer	tuer	1
neier	feier	1
varde	barde	1
feste	gjeste	1
noensinne	kvinne	1
skikk	gikk	1
disipliner	miner	1
gjører	forfører	1
løver	behøver	1
morgenvind	tankespinn	1
kall	skall	1
rep	slep	1
hud	narreskrud	1
munne	sunne	1
ekstase	rase	1
kvalme	falme	1
sang	underklang	1
sletter	letter	1
lyst	bryst	1
veier	eier	1
glemt	klokkeklemt	1
melodi	gi	1
drømt	skrømt	1
lampeskinn	derinn	1
brisk	hvisk	1
svikter	dikter	1
Nei	meg	1
leget	beveget	1
veie	land	1
snører	rører	1
karusell	kveld	1
nu	itu	1
januar	spar	1
farten	Svarten	1
lekte	stekte	1
klamrer	jamrer	1
regnbueøy	møy	1
forstod	blod	1
bre	det	1
tryllebundet	rundet	1
knapp	trapp	1
rabben	nabben	1
tosken	Mosken	1
gjerning	terning	1
kåret	såret	1
remmer	lemmer	1
seint	reint	1
sort	fort	1
gutt	slutt	1
hel	gjel	1
rot	mot	1
ætt	eierett	1
fylles	skylles	1
sturen	guttenaturen	1
makt	prestedrakt	1
sage	drage	1
bringer	betvinger	1
raker	flaker	1
ord	alterbord	1
bue	lue	1
vinger	finger	1
seg	næringsvei	1
ljå	strå	1
vet	salighet	1
beklemt	stemt	1
istykker	nykker	1
holdt	Bolt	1
sanger	Hardanger	1
med	bed	1
kjeder	gleder	1
slette	lette	1
kafe	se	1
villighet	kjærlighet	1
mere	feriere	1
kassen	klassen	1
Cades-Barnea	Judea	1
manerer	proklamerer	1
vegg	egg	1
gled	sted	1
lina	China	1
folke-bunnen	funnen	1
tid	hit	1
blomsterkrans	glans	1
krykker	nykker	1
grett	rett	1
seier	eier	1
hernede	rede	1
trær	her	1
tjelde	fjelle	1
rinner	minner	1
heng	eng	1
flamme	stamme	1
santkehans	brudekrans	1
bud	hud	1
fraser	laser	1
idag	jag	1
klakken	storskreinakken	1
øyet	høye	1
rått	flott	1
våg	skrog	1
litt	fritt	1
drakt	pakt	1
faderskjød	død	1
smuldre	skuldre	1
luer	skuer	1
ned	kjærlighet	1
myrer	eventyrer	1
kirken	virken	1
verdensby	sky	1
deilighet	leilighet	1
dølger	bølger	1
jord	hor	1
rar	kar	1
mante	ante	1
hvem	frem	1
brande	tande	1
lender	hender	1
ektere	fornektere	1
flyte	bryte	1
malm	psalm	1
skatter	katter	1
minner	kvinner	1
pinsedag	elvedrag	1
embedsmenn	svenn	1
spant	fant	1
have	brave	1
blid	strid	1
slikt	distrikt	1
dvalen	pralen	1
pest	blest	1
sluser	huser	1
rinne	derinne	1
le	sne	1
brast	fast	1
mine	fine	1
bygge	betrygge	1
koloss	oss	1
bom	tom	1
anger	fanger	1
lød	død	1
Danebrog	sprog	1
kvider	tider	1
vis	is	1
hjertekrå	gå	1
tjene	alene	1
samvittighet	vet	1
lik	rik	1
dør	gjør	1
Blix	krusifiks	1
dverg	berg	1
rigger	ligger	1
venner	vender	1
ly	ny	1
kroner	kongetroner	1
sang	tonetrang	1
fri	raseri	1
sjel	Hel	1
resten	hesten	1
mur	tur	1
ild	pistil	1
riste	kviste	1
finner	tinder	1
fiskekurven	kjerring-hurven	1
stund	Staupersund	1
skjær	svær	1
aker	draker	1
blomsterbed	fred	1
smått	flott	1
småstadsnykker	trykker	1
byer	avenyer	1
venn	den	1
flyr	utferdseventyr	1
melodi	fri	1
stener	grener	1
vin	sardin	1
kanhende	kjenne	1
kiv	tidsfordriv	1
melde	felle	1
klinken	vinken	1
dukkehus	bølgebrus	1
når	år	1
kjenne	vende	1
kiste	visste	1
tjørne	hjørne	1
panne	stande	1
skjegg	legg	1
telt	felt	1
vånde	tilhånde	1
står	sår	1
gårde	hårde	1
tæring	gjæring	1
tant	grant	1
grunner	munner	1
vilt	spilt	1
tåle	stråle	1
skyen	...	1
spott	gudeslott	1
løfter	grøfter	1
synderinne	kvinne	1
manifest	best	1
straff	traff	1
svever	kjever	1
sivet	hedninge-livet	1
flyr	betyr	1
bor	fjord	1
gror	Tor	1
skader	fader	1
så	derpå	1
snei	seg	1
stimulanser	stanser	1
være	svære	1
gale	dvale	1
sånn	Henderson	1
sinn	trinn	1
kyster	kryster	1
hvelv	selv	1
tål	mål	1
Dagligdagsen	saksen	1
makt	ammevakt	1
fjerne	kaserne	1
forstøte	møte	1
fasong	long	1
finner	rinner	1
hevet	henrevet	1
los	ros	1
blind	lind	1
stjernegry	ny	1
loss	oss	1
sjøen	Hovedøen	1
murstensgård	hård	1
higen	gigen	1
sted	fred	1
alvorsdyst	bryst	1
minutt	forskutt	1
adjin	bind	1
mannen	annen	1
mare	skare	1
fjell	østenvindskveld	1
rokkelorer	meteorer	1
terneflokker	lokker	1
sans	dans	1
sola	Ola	1
gledeskilder	stjernebilder	1
larmen	armen	1
nikk	forgikk	1
vi	fri	1
herskermakt	drakt	1
ditt	milevidt	1
vis-à-vis	forbi	1
menn	lend	1
Sanktehans	fans	1
leve	streve	1
paddekvekket	knekket	1
svever	bever	1
sverd	herd	1
sort	gjort	1
heste	gjeste	1
tape	skape	1
sjenerer	proklamerer	1
kår	får	1
skipper	glipper	1
hår	forstår	1
hodet	podet	1
stort	port	1
mor	hor	1
penn	igjen	1
bjelkevegg	egg	1
kjerringgrin	vin	1
lund	sund	1
fullbyrdet	myrdet	1
taler	portaler	1
sitrer	knitrer	1
glar	klar	1
skal	tempelhall	1
kvide	stride	1
kne	det	1
tente	det	1
trykke	lykke	1
flyr	myr	1
tanker	ranker	1
Magnor	sangkor	1
a	knea	1
søker	øker	1
dugg	hugg	1
lunde	munner	1
grått	blått	1
kilder	stiller	1
vrimlen	himlen	1
kongestav	av	1
glad	bad	1
klipper	tripper	1
forfatter	datter	1
liv	tidsfordriv	1
bruser	huser	1
mann	an	1
får	foregiår	1
tuft	luft	1
fornyer	skyer	1
beklemt	slemt	1
ånd	fonn	1
skjuler	huler	1
hver	her	1
noe	goe	1
stor	bror	1
havet	kravet	1
svik	skrik	1
hjem	brem	1
arv	tarv	1
grav	hav	1
kjempe	lempe	1
hestehover	sover	1
munn	hun	1
gla	da	1
strå	blå	1
jord	blomsterflor	1
kveld	fjeld	1
slør	dør	1
is	bris	1
bestenkt	slengt	1
fornemmer	glemmer	1
nattetid	id	1
Rådhusplass	Urias	1
press	kness	1
rår	sår	1
li	i	1
sett	lett	1
næring	fortæring	1
sjele	dele	1
hjorden	orden	1
vånde	ånde	1
lyse	lykke	1
forsvinne	vinne	1
smykke	trykke	1
jordbærhei	vei	1
lanser	dissonanser	1
målet	bålet	1
blikk	leskedrikk	1
blikk	romantikk	1
sang	tang	1
fødes	ødes	1
bange	lange	1
små	grå	1
ord	kor	1
brink	vink	1
ski	fri	1
stjerneblått	godt	1
trykkes	lykkes	1
smil	bil	1
brente	kjente	1
falt	gjaldt	1
steg	lek	1
flammen	skammen	1
smukt	flukt	1
bevende	levende	1
heng	dreng	1
Elias	Jeremias	1
ild	klokkespill	1
klagen	dagen	1
nu	du	1
filisterkaste	faste	1
vraket	bølgebraket	1
ratt	glatt	1
sanne	strande	1
bar	klar	1
strekke	vekke	1
demmer	glemmer	1
alvorsfullt	mammonkult	1
vekkes	gjekkes	1
panne	blande	1
plikter	dikter	1
bringer	vinger	1
himlen	menneskevrimlen	1
rangler	mangler	1
vollen	tollen	1
behov	rov	1
i	geni	1
selv	fjell	1
morgengry	ly	1
ånd	Henderson	1
sikter	svikter	1
melodi	vi	1
ferdig	verdig	1
ud	Gud	1
mistet	listet	1
vente	hente	1
krus	brus	1
fakler	mirakler	1
stengsel	fengsel	1
vår	Når	1
vår	får	1
gror	bord	1
egne	regne	1
fred	fjed	1
julekveld	fortell	1
springe	klinge	1
sprede	rede	1
daler	svaler	1
natt	at	1
slottet	måtte	1
vang	tvang	1
betendt	vendt	1
pest	best	1
gudegave	have	1
lam	skam	1
kjær	nær	1
overalt	gjaldt	1
rand	brann	1
fatte	matte	1
kveld	fjell	1
sti	knusleri	1
bytter	flytter	1
grein	bein	1
sone	tone	1
svar	var	1
bølgekammer	flammer	1
forhaling	befaling	1
drift	gift	1
Nasaret	lett	1
rive	beskrive	1
vagger	stagger	1
plett	regnebrett	1
begjær	trær	1
står	forslår	1
rommet	bølgeskummet	1
tak	flak	1
tilbake.	make	1
tilknes	sammesteds	1
frakt	forakt	1
side	efemeride	1
bister	antikrister	1
dønning	stønning	1
Gaukværøy	fløy	1
matadorer	sporer	1
tier	parodier	1
glemme	temme	1
daler	himmelsaler	1
spenner	hender	1
senket	lenket	1
på	stå	1
glass	blomsterflass	1
luften	duften	1
ord	spor	1
prakt	takt	1
ut	bølgesprut	1
jettedyst	lyst	1
låt	båt	1
sprøyter	brøyter	1
beduinerhorder	hjorder	1
dans	santkehans	1
fjellmorbusk	dusk	1
dyder	syder	1
tiden	den	1
føtter	røtter	1
treder	gleder	1
Sunium	skum	1
nett	lett	1
svinner	skinner	1
sjelen	dvelen	1
må	skjå	1
klinger	ringer	1
Gondvanaland	...	1
finnes	minnes	1
imøde	døde	1
Vinje	linje	1
frelst	helst	1
frekk	dekk	1
higen	krigen	1
natten	atten	1
bacchanal	Baal	1
svinge	bringe	1
sider	lider	1
trøst	høst	1
trekk	skrekk	1
ut	lut	1
vinge	klinge	1
bølgegrav	hav	1
prent	spent	1
sterk	redningsverk	1
dag	åndedrag	1
bunn	blund	1
truer	luer	1
fløy	øy	1
øde	brøde	1
kulde	gullet	1
går	år	1
make	Flake	1
's	santkehans	1
natt	forlatt	1
klart	bart	1
derpå	gå	1
fall	tall	1
tvende	brenne	1
ed	vred	1
flammemunn	ørkenbunn	1
lønner	sønner	1
jubler	grubler	1
himlen	kremmervrimlen	1
ører	rører	1
brottet	eventyrslottet	1
line	sine	1
nest	offerprest	1
fot	mot	1
gav	hav	1
evighetsdag	bølgeslag	1
spille	stille	1
snever	krever	1
drikke	blikke	1
dag	brag	1
brøden	døden	1
broderrett	slett	1
til	spill	1
solparadiset	viset	1
tinde	minne	1
vinterdvale	klippedale	1
ris	is	1
klager	bedrager	1
dag	hjertelag	1
beherskero	jo	1
trall	tall	1
lunden	munnen	1
bleser	leser	1
hjemmet	fremmed	1
kaste	faste	1
skjød	glød	1
rett	ætt	1
småstadsnykker	parykker	1
søm	strøm	1
blendet	skjendet	1
stopp	kropp	1
Dyre	ferjemannshyre	1
tilsjøs	jøss	1
bronsestakittet	tittet	1
lede	vrede	1
kyster	bryster	1
fremmedland	han	1
bolig	urolig	1
hvilested	fjed	1
år	formår	1
sikte	svikte	1
vente	spente	1
pletten	13	1
brisken	hvisken	1
rett	trett	1
blåner	håner	1
stilt	skilt	1
gryr	skyr	1
herinn	bind	1
stenges	flenges	1
gløde	strid	1
fjær	her	1
tog	skrog	1
bruk	buk	1
slagg	ragg	1
tak	mak	1
flommer	vesteråls-sommer	1
ikke	prikke	1
kil	tvil	1
architraver	haver	1
sagt	makt	1
levet	revet	1
pærer	kimærer	1
betendt	skrent	1
herrer	snerrer	1
truet	nuet	1
jord	hernord	1
humør	dør	1
panne	branne	1
lagt	rakt	1
hast	strålekast	1
stor	gror	1
bratte	skratte	1
øyet	fornøyet	1
men	menn	1
strengerad	krigerstad	1
fekter	fornekter	1
sanser	danser	1
Kongestol	sol	1
rike	fremstige	1
makt	vakt	1
bjelle	felle	1
røres	høres	1
fleste	neste	1
hull	gull	1
beklages	plages	1
komme	domme	1
Nordvest	gjest	1
strømmer	drømmer	1
betrede	glede	1
dølger	følger	1
bom	dom	1
kjent	sendt	1
brenner	sender	1
forfekter	nekter	1
ord	tror	1
sympati	forbi	1
på	hunger-grå	1
flammemunn	stund	1
slår	sår	1
kalket	melket	1
tvinge	klinge	1
siste	kviste	1
brutt	lutt	1
våte	gåte	1
sluk	bruk	1
lyd	fryd	1
år	sjelesår	1
timer	stimer	1
folket	tolket	1
retning	fletning	1
solen	skolen	1
snøre	røre	1
fange	mange	1
nypegren	sten	1
atter	barne-latter	1
broder	moder	1
støyer	bøyer	1
filler	sviller	1
sekretariatet	prate	1
timer	kimer	1
strev	adelsbrev	1
toller	joller	1
ni	i	1
plan	ran	1
hender	ender	1
vis	lider	1
favner	navner	1
sankthans	stans	1
kanter	diamanter	1
strengespill	dertil	1
synet	brynet	1
sist	trist	1
mener	stener	1
kafé	se	1
bilder	hilder	1
edelsten	gren	1
dale	løvehale	1
hodet	blodet	1
vann	brann	1
slags	straks	1
vers	tvers	1
vingesusning	brusning	1
brede	Dernede	1
not	skrot	1
dans	fans	1
kveld	småmakrell	1
lanser	danser	1
svart	fart	1
din	vin	1
dør	klør	1
dag	flag	1
vover	over	1
hang	gang	1
sukke	krukke	1
lys	tilbys	1
høytidsdrakt	sølvinnlagt	1
niste	Kviste	1
alle	falle	1
hall	bergkrystall	1
hverdagslam	skam	1
hest	dernest	1
fødes	gjødes	1
virkelighet	kjærlighet	1
dyst	kyst	1
vike	rike	1
slikt	dikt	1
vane	svane	1
bysser	krysser	1
befolkning	fortolkning	1
rødt	møtt	1
skjell	vell	1
stranden	himmelranden	1
makt	forakt	1
slitt	granitt	1
bestå	forgå	1
bagatell	vel	1
tømte	rømte	1
evighet	bestandighet	1
stor-sei-stimen	timen	1
glad	strålebad	1
mild	fargespill	1
tenner	sender	1
idag	åndedrag	1
eng	sammenheng	1
Hydneshaugen	draugen	1
murstensgård	igår	1
strenger	gatedrenger	1
forleder	seder	1
kjenner	menneskehender	1
opp	furutopp	1
forstå	derpå	1
plogen	går	1
trå	så	1
spillet	stillet	1
spiller	stiller	1
vekt	slekt	1
kamp	damp	1
lette	spredte	1
lønner	tønner	1
mann	spann	1
granitt	skritt	1
korsfester	mester	1
dom	flom	1
orv	torv	1
mester	prester	1
forsagt	ammevakt	1
rekker	forskrekker	1
skrevet	levet	1
spise	Lise	1
tro	blod	1
ekspeditrisen	prisen	1
hyller	fyller	1
lær	skjær	1
kristenblod	Bentsebro	1
sinn	hjernespinn	1
jøde	dåreføde	1
despotiet	kompaniet	1
strenger	enger	1
tårer	dårer	1
a	sa	1
pakt	jakt	1
parti	fri	1
er	der	1
små	så	1
vest	fest	1
engleving	kring	1
lite	slite	1
eder	streder	1
hundreåret	båret	1
knar	bar	1
grunne	hunde	1
plog	skog	1
år	står	1
konflikter	dikter	1
førenn	kirkedøren	1
trær	nær	1
bære	ere	1
støvet	prøvet	1
sløvet	løvet	1
forstå	best	1
sabbatsro	regnbubro	1
lett	trett	1
duger	ruger	1
tonerekke	strekke	1
opp	hopp	1
forandrer	vandrer	1
sang	igang	1
bitter	splitter	1
mat	fat	1
dager	plager	1
askestedet	glede	1
åssen	fossen	1
jord	ildstråleflor	1
veg	ei	1
nederlag	slag	1
uhellsvanger	fanger	1
bragte	slakte	1
vektere	forfektere	1
gynge	kjempeslynge	1
lærde	geberde	1
mann	rand	1
makt	pakt	1
etsteds	tilkness	1
trell	selv	1
kant	vant	1
av	støttestav	1
dertil	spill	1
alt	falt	1
tar	svar	1
hand	skulderband	1
skalle	kalle	1
prutningsmonn	sånn	1
fotefar	var	1
knatten	natten	1
lyst	kyst	1
maur	staur	1
måneskinn	vind	1
født	forstøtt	1
menneskehjem	frem	1
varmen	larmen	1
gry	by	1
kjerner	hjerner	1
ammevakt	svakt	1
fjottet	spottet	1
drømmen	tømmen	1
kinner	barneminner	1
krummet	forstummet	1
spor	bord	1
stenkoloss	oss	1
stengt	sprengt	1
frihetsrigorister	minister	1
lå	gå	1
lur	ur	1
regjerer	sjenerer	1
sveven	beven	1
stykker	parykker	1
grunne	sunne	1
fjær	er	1
munn	blund	1
overende	ende	1
prammer	seildugshammer	1
sky	by	1
hoftelam	gram	1
kjenner	strender	1
stans	glans	1
men	sten	1
arm	barm	1
tar	snar	1
hutrer	putrer	1
hva	glad	1
skaperverk	sterk	1
forteller	gjelder	1
naturen	kuren	1
av	gav	1
menn	hen	1
strømme	drømme	1
søylegange	mange	1
rønner	sønner	1
jord	kor	1
sammen	tamme	1
står	foreslår	1
bram	ham	1
besøk	røk	1
industri	bryderi	1
år	slår	1
rider	tider	1
time	kime	1
evighet	salighet	1
solen	kjolen	1
sankthans	dans	1
vadested	fjed	1
befriet	viet	1
list	Krist	1
kommen	lommen	1
