word_a	word_b	rhyme
evighetsdag	lerkeslag	1
minutt	krutt	1
hedersmann	sand	1
gjeld	saltarell	1
Bø	dø	1
bier	stier	1
dåreføde	tildøde	1
høyreblad	Nicaragua	1
spott	fått	1
fuglefjell	skjell	1
no	gro	1
stropp	dvergfurutopp	1
forjaget	slaget	1
skaper-makt	brakt	1
honning	dronning	1
tyrann	strand	1
kness	ness	1
narrefest	protest	1
ivare	broderskare	1
sprekk	strekk	1
Sand	tidevann	1
alfesang	hang	1
dreng	heng	1
mystikk	leskedrikk	1
sal	signal	1
Sanktehans	Hans	1
øyet	døye	1
pryd	fryd	1
stutt	fut	1
står	tiggerkår	1
ubekjent	vendt	1
landliggedag	idag	1
akt	prakt	1
trøst	klagerøst	1
Bull	kummerfull	1
står	skår	1
svakt	brakt	1
tjelde	nelde	1
kue	stue	1
kveld	fortell	1
føre	høre	1
klem	ungdoms-hjem	1
fortjener	grener	1
levne	evne	1
faner	ahner	1
istå	antennetråd	1
vær	austenvær	1
hosebånd	fonn	1
strengespill	sild	1
at	blomsterskatt	1
fjerner	kaserner	1
birke	virke	1
lær	begjær	1
prikk	stikk	1
pike	minnerike	1
øm	blåtøyssøm	1
fjelebod	bod	1
folkeskarer	erfarer	1
bero	jo	1
ruiner	latiner	1
sno	bo	1
omsider	sider	1
rosenskjær	spær	1
likedan	fiskermann	1
stram	hverdagslam	1
kontrakt	kongemakt	1
lær	hver	1
par	åpenbar	1
rune	lune	1
fiskerlag	vingeslag	1
apespill	pistil	1
spær	flammeskjær	1
stanse	bekranse	1
ben	suveréen	1
klage	behage	1
forstå	formå	1
ritual	slottsportal	1
kirketag	sommerdag	1
jag	lerkeslag	1
få	trå	1
skjende	derhenne	1
aftenvind	arbeidervin	1
mil	spill	1
kjed	bre	1
knar	spar	1
skjell	stråleveld	1
by	vikingery	1
spær	ospetrær	1
odelsgrunn	pund	1
bølgeslag	oktoberdag	1
milevidt	titt	1
eier	feier	1
frelsesarmé	beskjed	1
beredt	folkevett	1
trær	rosenskjær	1
gror	snor	1
våken	tåken	1
herinne	Slinde	1
salmen	halmen	1
verdensbetvinger	omringer	1
sund	fund	1
motormann	iland	1
måneskinn	ørnesinn	1
vekt	centnervekt	1
stå	hyttevrå	1
granitt	fritt	1
seierssang	Rolland	1
strender	tenner	1
stand	brand	1
jord	blomsterflor	1
fingerhatt	skratt	1
Ho	forstod	1
fossefallet	skalle	1
buser	huser	1
alterbord	blomsterflor	1
fortoner	millioner	1
beherskero	mo	1
prakt	brakt	1
avrustningspakt	ringeakt	1
ødelagt	kongemakt	1
freset	fjeset	1
det	gled	1
svermeri	fri	1
kjerr	ospetrær	1
mager	avskjedsklager	1
godt	yacht	1
dolk	smalgangsfolk	1
kristenblod	mod	1
harmoni	verdi	1
stillhet	villhet	1
varselsord	bror	1
venner	rovdyrtenner	1
lett	Nasaret	1
fyller	skyller	1
engang	sirenesang	1
fjorder	borer	1
forsmår	når	1
ned	arnested	1
deri	fremtidssti	1
jernbetong	fasong	1
sjelebod	to	1
solskinns-dag	evighetsdag	1
kjøpmannsferd	irisskjær	1
flyr	bestyr	1
bi	svermeri	1
vel	fortell	1
her	lær	1
sommermild	klokkespill	1
seierssang	tang	1
kafé	med	1
bølgeslag	vederlag	1
stråleveld	vinterkveld	1
ni	bergeli	1
skvetter	metter	1
kjed	vred	1
kontur	klippemur	1
tiggerkår	når	1
sus	ørnebrus	1
bacchanal	portal	1
fødeegn	hegn	1
kvarter	ber	1
strid	Wergelands-rid	1
klippestrimmel	vrimmel	1
kildevann	vann	1
lær	hjertenskjær	1
Natt	godnatt	1
hvem	klem	1
pol	symbol	1
skapen	tapen	1
øde	døde	1
bot	lot	1
blomsterklynger	gynger	1
sosialist	pist	1
fang	bølgegang	1
betrygge	brygge	1
palmesving	spring	1
vang	bølgegang	1
spor	gror	1
navn	kongenavn	1
ti	raseri	1
herskerstol	pol	1
tror	för	1
gren	én	1
Rolland	fang	1
moment	prent	1
våt	gråt	1
slå	antennetråd	1
sivet	verdenslivet	1
kristenhet	profet	1
til	till	1
flammespill	fil	1
Johan	grand	1
ryker	stryker	1
gled	bre	1
Totakvann	Helgeland	1
regnbueøy	fløy	1
sprenger	trenger	1
vingeslag	hammerslag	1
tømte	drømte	1
lest	allerbest	1
fri	parti	1
tromme	tomme	1
skar	har	1
lær	tverr	1
mann	land	1
sno	ro	1
ditinn	trinn	1
standart	hardt	1
's	solskinnsglans	1
gløde	bløde	1
nelde	elde	1
bror	mord	1
arnested	sved	1
Eginafjord	mord	1
bergeli	fri	1
hyrdestav	derav	1
glor	beror	1
kry	tordensky	1
ødeland	land	1
netter	besetter	1
furuflis	is	1
Hans	santkehans	1
fem	strålebrem	1
flukt	lukt	1
mor	kirkekor	1
lut	krutt	1
innesperre	herre	1
vold	fold	1
forslår	står	1
dyreham	kam	1
svang	rang	1
aner	maner	1
vadested	sved	1
austenvær	aftenskjær	1
kre	frelsesarmé	1
fly	morgengry	1
vindusglass	plass	1
evighetsdag	nag	1
plartå	platå	1
høysommerdag	brag	1
fin	arbeidervin	1
endevendt	vendt	1
avgrundsskinn	eventyr-sinn	1
der	dødningklær	1
mår	når	1
vuggemei	hei	1
kveger	totenslæger	1
beherskero	forstod	1
alfarveg	jeg	1
tann	perlerand	1
idyll	jule-idyll	1
pokaler	vandaler	1
vill	mil	1
spør	sør	1
skarlagen	dragen	1
hviner	miner	1
svor	beror	1
jubelklang	sang	1
underlagt	forutsagt	1
blund	hun	1
vrå	må	1
vang	folkerang	1
fangehull	muld	1
fryd	jubellyd	1
jeger	neger	1
drag	frelsesdag	1
gudinne	ingensinne	1
jag	frelsesdag	1
geni	si	1
gleder	trønder-heder	1
ørkensand	marøyesand	1
jubelklang	blomstervang	1
blått	drømmeslott	1
tur	natur	1
de	fril	1
sukke	opplukke	1
fjed	frelsesarmé	1
offerild	flammespill	1
lavet	gravet	1
planker	banker	1
ferde	gudelære	1
underfull	full	1
snar	fotefar	1
skatt	verdensstat	1
mener	stener	1
spinne	vinde	1
Rolland	stang	1
forsann	Gondwanaland	1
natt	skatt	1
hjernespinn	finn	1
bunn	hjertegrunn	1
beskjed	derved	1
kanin	inn	1
il	april	1
la	a	1
binne	inne	1
ti	fri	1
tente	skjendte	1
vekk	strekk	1
år	slår	1
kun	puddelhund	1
Henderson	hosebånd	1
gate	flate	1
Cannes	an	1
hård	forestår	1
tilsist	pist	1
lindrer	indre	1
bølgehære	gudelære	1
ledebånd	helligånd	1
ørkensand	forstand	1
imøde	dåreføde	1
blender	hender	1
murstensgrav	derav	1
rigger	ligger	1
tyde	lyde	1
enhver	sær	1
tegn	grein	1
åpenbar	skar	1
hetter	fletter	1
kjempehær	klær	1
hodet	sloet	1
hat	smatt	1
taket	flaket	1
flor	bestemor	1
fra	bedra	1
kre	arnested	1
vrak	brak	1
sken	ben	1
tilkness	press	1
snei	jordbærhei	1
landliggedag	søndenvindsdrag	1
øde	dyreføde	1
pokaler	galer	1
lav	trav	1
hjertekrå	skrå	1
fugler	smuler	1
hvem	hjem	1
Franken	tanken	1
folkeleikskjeder	forræder	1
betatt	smatt	1
ja	hurra	1
smed	frelsesarmé	1
skatt	fatt	1
bero	overflod	1
bror	kongestor	1
bølgesprut	fut	1
munning	runding	1
to	mod	1
bodde	grodde	1
milevidt	kreditt	1
stjernegry	gny	1
kongeskrud	gud	1
fornøyet	nøye	1
undertiden	vår-flom-tiden	1
mager	bedrager	1
måneskinn	sin	1
stod	glo	1
pakt	guddomsmakt	1
spant	tant	1
fuglefjell	Israel	1
vandaler	saler	1
geled	sted	1
hjerner	kjerner	1
sekund	barne-munn	1
liten	viten	1
spare	forklare	1
stjerner	strandblomststjerner	1
tvende	derhenne	1
mager	jager	1
fuglekiv	bliv	1
hardt	snart	1
store	orde	1
stjernenetter	letter	1
tyrann	iland	1
hvor	ildstråleflor	1
veld	kildevell	1
mener	forener	1
driv	viv	1
ed	ned	1
toneveld	perlemorsskjell	1
debatter	forfatter	1
fjed	arnested	1
kafé	kjed	1
karakter	ber	1
englevinger	finger	1
munne	kunne	1
skjell	kveld	1
Hergisheim	eim	1
ikveld	fjeld	1
kafé	kafe	1
rive	give	1
gjeld	Fortell	1
Krist	kvist	1
fletter	letter	1
slavemoral	Baal	1
rakt	kongemakt	1
sjele	deler	1
himmelbro	glo	1
grått	slått	1
aftenrøden	morgenrøden	1
opp	askeladd-tropp	1
lind	sølvsardin	1
sviller	griller	1
morgenstund	hjertegrunn	1
prat	fatt	1
tispen	gispen	1
der	vær	1
guddomsmakt	kongemakt	1
gutt	brutt	1
varselsord	for	1
Totakvann	ørkenland	1
forskutt	tilslutt	1
bestyr	fyr	1
prest	gjest	1
jammer	flammer	1
offerild	fargespill	1
rett	sett	1
frelsesarmé	ved	1
bale	befale	1
hvil	fil	1
Natt	fat	1
krus	lus	1
sand	Wergeland	1
tonetrang	underklang	1
minner	kvinner	1
tretter	metter	1
sanden	oppstanden	1
plett	tretaburett	1
begjær	rær	1
anemoner	kroner	1
kjempehær	sær	1
mitt	slitt	1
fremmedland	vinterland	1
lamper	damper	1
smed	arnested	1
sprell	Desemberkveld	1
hyttevrå	skjå	1
englevakt	sjakt	1
stinn	solskinnsvind	1
betrådt	fyrsteslott	1
nordlys-prakt	underlagt	1
vinterhi	vi	1
igår	når	1
gleder	treder	1
sken	suveren	1
tiggerskare	smertensmare	1
hotell	sæl	1
myr	flyr	1
bandt	rant	1
forsvinne	trellebinde	1
helligånd	evighetsbånd	1
fjelebod	mod	1
stekket	paddekvekket	1
beskytte	stråtakhytte	1
et	spredt	1
binder	minner	1
ørkenland	redningsmann	1
frender	menneskehender	1
glitret	sitret	1
ombord	Tor	1
trynet	brynet	1
fortell	Teruel	1
smil	ild	1
solskinsdag	evighetsdag	1
nær	Enhver	1
ror	glor	1
land	iland	1
tak	smak	1
frister	brister	1
slott	huldreslått	1
Ølversønn	Menneskesønn	1
ødt	søtt	1
vinter-sne	beskjed	1
muld	smilehull	1
kapiteler	blomstersjeler	1
stråleflom	helligdom	1
kor	dernord	1
mord	ifjor	1
krystall	bølgefall	1
sæd	stred	1
forårsfest	gjest	1
gjorde	evighetsordet	1
se	kjærlighed	1
med	herved	1
knea	Nicaragua	1
forgå	formå	1
offerlund	englemunn	1
himmelsaler	taler	1
gjeld	strålevell	1
inne	spinne	1
tvinne	hinne	1
geled	spe	1
amuletter	setter	1
Hans	stans	1
sjelerot	mot	1
moder	broder	1
sæl	vell	1
snekker	trekker	1
sag	lerkeslag	1
bord	hedningjord	1
sving	ting	1
strever	hever	1
munke-tro	gro	1
ratt	soldat	1
fuglekiv	stiv	1
kjempepolyp	kryp	1
rull	månegull	1
meier	veier	1
strålefjed	stred	1
spær	fjær	1
sed	sved	1
ljå	hyttevrå	1
pund	blomstergrunn	1
bære	skjære	1
kratt	bratt	1
sin	grind	1
klemt	slemt	1
gøyeblikk	drikk	1
kniv	stiv	1
julekveld	hell	1
slett	spredt	1
søndenvind	sølvsardin	1
gå	slå	1
ørkenild	klokkespill	1
ei	snei	1
för	overbord	1
bod	mod	1
stut	Knut	1
jente	brente	1
fro	stod	1
moder-bryst	kyst	1
smatt	godnatt	1
stråleveld	Israel	1
skyttergrav	krav	1
endevendt	fryktbespent	1
skinner	vinner	1
smått	forstått	1
knopp	furutopp	1
nemme	stemme	1
lest	protest	1
plater	attentater	1
gry	vintersky	1
rabatter	fatter	1
strand	perlerand	1
snei	grei	1
Nudetre	bibelsted	1
revet	bevet	1
bier	lier	1
mester	fester	1
mjød	død	1
glor	dernord	1
tanke-grunn	elvebunn	1
sommerfest	best	1
redningsmann	tinderand	1
klokkeklang	tang	1
be	varieté	1
helvedånd	helligånd	1
renkespill	sild	1
lage	forårsdage	1
moderskjød	glød	1
trilleslag	hyttetak	1
seierssang	trang	1
trøndersk-hedemarkisk	uinnskrenkt-monarkisk	1
Eginafjord	fuglekor	1
rebell	trell	1
kreves	leves	1
forstå	klippekrå	1
synderinne	binde	1
tatt	smatt	1
kiv	pakkbodliv	1
inne	tvinne	1
skred	strålefjed	1
trær	irisskjær	1
Storekult	fullt	1
sa	gla	1
portaler	daler	1
flokk	nok	1
bag	dag	1
dømmesans	måneglans	1
sokneskare	mare	1
evighetsro	sno	1
ødeland	vann	1
klang	sirenesang	1
fjelebod	mo	1
marmordrakt	tryllemakt	1
gnist	harsellist	1
herlighet	hemlighet	1
Nord	bebor	1
grav	trav	1
vidunder	under	1
nordvest	protest	1
gruer	tuer	1
svor	dernord	1
omringer	finger	1
kleber	feber	1
binder	pinner	1
skaper-makt	slakt	1
med	skred	1
Gondwanaland	tidevann	1
nært	kjært	1
jekt	centnervekt	1
symfoni	tidlig	1
stød	skjød	1
kildested	le	1
stundet	spunnet	1
rart	snart	1
sånn	blond	1
vrå	attrå	1
besnære	norskhetslære	1
aldersgrå	også	1
lerkeslag	lag	1
der	tver	1
lang	engang	1
stillehavspassat	att	1
il	mild	1
fly	kry	1
står	gård	1
bru	ihu	1
funn	blomstergrunn	1
alvorsdyst	bryst	1
dertil	spill	1
kongeveier	veier	1
kring	ving	1
pike	vike	1
flukt	bukt	1
edelsten	én	1
forstå	istå	1
tørr	før	1
lokk	dvergeflokk	1
gjeste	feste	1
silhouett	ætt	1
fremtidssti	bli	1
fortjener	stener	1
bi	stri	1
overmakt	lagt	1
svakt	dødningdrakt	1
brenne	kanhende	1
mistet	listet	1
stanger	søyleganger	1
besvart	hardt	1
barneøye	bøyet	1
rang	klokkeklang	1
vene	pene	1
bor	mord	1
synderinne	ingensinne	1
fosforkammer	lammer	1
kre	fred	1
avgrunnsbro	no	1
klo	jo	1
skatte	matte	1
belyst	ametyst	1
toneveld	lell	1
juletre	se	1
trang	sirenesang	1
underfull	gull	1
bann	Gondwanaland	1
brød	skjød	1
radiotrakt	ringeakt	1
led	se	1
brem	hvilehjem	1
silde	lille	1
fem	gjem	1
lytte	nytte	1
husbondsvett	folkevett	1
adelsbrev	strev	1
hal	bølgefall	1
sovekupé	ned	1
fortelle	trelle	1
liljebånd	hand	1
tyranni	bølgeaktig	1
mord	glor	1
skapermann	likedan	1
plage	behage	1
tokter	dekokter	1
skrammer	prammer	1
platå	små	1
melodi	li	1
gjører	forfører	1
an	grand	1
hat	parat	1
nå	blaå	1
himmelranden	selvannen	1
hedersmann	Gondwanaland	1
Lie	trylleri	1
bringer	springer	1
oppsvinge	bringe	1
nid	splid	1
ror	spor	1
været	Kariskjæret	1
verre	herre	1
Knut	skutt	1
avgrunnsbro	blod	1
Hull	ull	1
sist	forvisst	1
kafe	be	1
folkestevnet	levnet	1
offersted	le	1
forslår	hjertesår	1
gå	små	1
fosforskjær	spær	1
lang	betvang	1
svøpe	støpe	1
fjed	fred	1
henrevet	svevet	1
prakt	slakt	1
legedom	som	1
avgrundsskinn	lampeskinn	1
tinde	derinne	1
trede	kjede	1
renholdsverk	frelserverk	1
tvist	elskovslist	1
formår	gård	1
foregiår	sanger-vår	1
hodeskalle	alle	1
ormegrav	kongestav	1
stor	stråleflor	1
violin	eventyr-sinn	1
skratt	mat	1
brott	betrådt	1
svin	måneskinn	1
riket	slike	1
ødegård	spår	1
fjelebod	forstod	1
gatesprekk	strekk	1
dem	klem	1
skår	potteskår	1
Ølversønn	tjønn	1
bestandighet	barmhjertighet	1
trengselskår	forstår	1
kun	ørkenbunn	1
rullesten	suveréen	1
skapermann	vandringsmann	1
hjerte	nærte	1
kølleslag	åndedrag	1
strand	iland	1
lin	syrin	1
kry	gny	1
forneden	Eden	1
deg	hei	1
farer	sparer	1
stanger	folke-sanger	1
pakk	snakk	1
plartå	hunger-grå	1
gater	hater	1
kjempe-sang	jubelsang	1
renner	synderinner	1
avste	varieté	1
hav	bokstav	1
krans	bølgedans	1
stunden	folke-bunnen	1
bøde	bløde	1
brent	dødssakrament	1
edelsten	sen	1
smed	fred	1
iblandt	pant	1
gul	rickshawhjul	1
nå	bestå	1
skytte	nytte	1
sol	Hol	1
bølgegrav	støttestav	1
stans	blomsterkrans	1
ned	avste	1
fremstige	slike	1
ned	moské	1
husvale	idealet	1
kongetroner	troner	1
tærner	kjerner	1
seire	beleire	1
enn	derhen	1
røvet	bedrøvet	1
trellehop	rop	1
ry	stjernegry	1
sær	rær	1
forbi	bli	1
det	vadested	1
seierssang	forårssang	1
sang	engang	1
kun	blund	1
verne	tærne	1
minnet	binne	1
slo	mod	1
melodi	arbeidsbi	1
bøyes	nøyes	1
sprell	kildevell	1
pokaler	befaler	1
verdensstat	at	1
hvilested	derved	1
åndehære	Staats-affære	1
min	pålandsvind	1
alvorsfullt	fullt	1
flammespill	klokkespill	1
åndehære	besnære	1
trengselskår	sår	1
Bull	omkull	1
marmordrakt	rakt	1
frelsesarmé	bibelsted	1
moderhjerte	lærte	1
solskinnsvind	grind	1
jubelsang	kjøkkengang	1
blande	forbanne	1
akt	ammevakt	1
kjempe-sang	kjøkkengang	1
svirefest	offerprest	1
sprekk	trekk	1
Sillejord	mord	1
færre	verre	1
kan	Kinamann	1
hører	kulører	1
bladehang	tang	1
tilhest	sydvest	1
utrolig	urolig	1
deri	sympati	1
Co.	kristenblod	1
edderkopp	mastetopp	1
demper	kjemper	1
sitt	vidt	1
illgjerningsmann	Wergeland	1
brott	rått	1
bind	sommervind	1
spy	ry	1
renholdsverk	plankeverk	1
navner	havner	1
der	nær	1
tinderand	Wergeland	1
fans	sans	1
fordrevet	krevet	1
finn	svin	1
forfekter	nekter	1
forlatt	dravat	1
øvet	prøvet	1
ætten	sletten	1
pynt	forkynt	1
sjel	gjel	1
Hell	vell	1
tann	stjerneland	1
gøyeblikk	prikk	1
stiller	triller	1
forlatt	kamerat	1
kast	kvast	1
austenvær	lillaskjær	1
betvang	Rolland	1
sang	betvang	1
sommer	tommer	1
sommerkveld	saltarell	1
blomsterbed	ved	1
dem	hvem	1
geled	bre	1
slå	på	1
kravet	havet	1
gnist	pist	1
forteller	bjeller	1
hva	Nicaragua	1
landet	forbannet	1
Cheval	bacchanal	1
viktig	forsiktig	1
begavet	kravet	1
opstandelse	varieté	1
stø	mø	1
landliggedag	høysommerdag	1
bli	gi	1
myr	knyr	1
brand	Kinamann	1
tind	nordenvind	1
høvdingånd	hand	1
klirrer	dirrer	1
dem	hjem	1
parnass	pass	1
rosenskjær	blomstertrær	1
lære	gudelære	1
rot	sot	1
besetter	fletter	1
befrierverk	merk	1
frelser-mann	kan	1
derhenne	svenne	1
harsellist	kvist	1
dertil	mil	1
slange	sange	1
må	slå	1
derpå	strå	1
betvang	tang	1
godt	slott	1
forstått	yacht	1
kafé	bed	1
tyribrann	grand	1
stut	krutt	1
fiskerånd	mon	1
kjente	skjendte	1
trekk	skrekk	1
tilsmiler	smiler	1
likefrem	frem	1
formilde	snille	1
sommerkveld	karusell	1
kassevis	is	1
sti	kogleri	1
fly	ly	1
Jesabell	vel	1
slo	mo	1
farveller	kvelder	1
spy	by	1
Gynt	mynt	1
instrumenter	prenter	1
skaper-makt	menneskedrakt	1
flakker	attakker	1
kaste	filisterkaste	1
bule	klippehule	1
trøst	øst	1
slag	dag	1
apespill	ørkenild	1
gådemakt	ringeakt	1
geled	vred	1
forgå	lå	1
kjøpmannsferd	morgenskjær	1
fiskerlag	bedrag	1
derinn	trinn	1
vintersky	gny	1
revet	kingelvevet	1
klædebon	sånn	1
april	smil	1
opp	mastetopp	1
åpenbares	spares	1
flat	fat	1
kre	avste	1
kre	moské	1
fløytespill	mild	1
bord	kirkekor	1
grein	rein	1
løvsalstrær	dødningklær	1
kjempepolyp	dyp	1
hasp	asp	1
redningsverk	frelserverk	1
barmhjertighet	profet	1
brott	stjerneblått	1
sløve	prøve	1
rått	rikmannslott	1
fukter	bukter	1
duften	blomsterduften	1
treder	heder	1
vrede	glede	1
velde	felle	1
mast	strålekast	1
vemodsfull	kjempe-kull	1
de	energi	1
an	Sand	1
kjerne	kaserne	1
rosenskjær	rær	1
Kariskjæret	gjerdet	1
nikk	blikk	1
hjertesår	ødegård	1
Bugge-Hans	farvesans	1
slut	forskutt	1
perle-smykke	smykke	1
lidt	vidt	1
rekker	snekker	1
datter	barne-latter	1
få	strå	1
spore	roret	1
Natt	at	1
energi	gi	1
gigant	sant	1
byder	dyder	1
eng	heng	1
fedrenehu	sous	1
igang	Rolland	1
blide	side	1
nordvesten	arresten	1
gruset	knuse	1
påferde	lærde	1
musikk	gikk	1
enhver	Enhver	1
kinn	solskinnsvind	1
skinnet	svinne	1
