word_a	word_b	rhyme
år	brud	0
gå	Fagerlien	0
nå	synet	0
tvang	skremme	0
vik	bø	0
himmellyst	bære	0
samme	ånd	0
bevet	sorgen	0
liv	gleder	0
våt	garn	0
timer	vill	0
merk	gamle	0
først	fjorden	0
tøyer	skam	0
glemt	bygge	0
sparer	ånd	0
prakt	år	0
gru	fly	0
kaller	hedninge-livet	0
Gud	til	0
strider	se	0
forherden	bunn	0
bram	siv	0
gå	stand	0
kledt	fanger	0
ham	siktet	0
drikk	tæret	0
blærer	tukt	0
tegn	lyde	0
veld	sommer	0
straks	Jesu	0
blinde	drysser	0
hen	lender	0
tåler	meg	0
give	bud	0
går	musikk	0
bragt	forvaret	0
nær	urtidsdyst	0
regimente	dom	0
form	ånd	0
skuret	ansiktsdrag	0
åket	rand	0
gold	hjerteluer	0
lever	sterk	0
Eisenfresser	posen	0
mesterverker	elde	0
tilsist	gjemt	0
munnen	med	0
Moabit	skur	0
stormer	land	0
grense	bunden	0
sår	glemme	0
henrykke	glød	0
døde	vind	0
fremme	dag	0
smil	damp	0
høy	vann	0
land	havn	0
vik	rund	0
rammer	smertensstønn	0
forlatt	hang	0
fornyer	bakken	0
tale	natt	0
vugge	strand	0
fare	gry	0
vet	tro	0
komme	pris	0
fatal	bister	0
kraft	krans	0
en	sorgen	0
bårer	ut	0
krav	skoler	0
bånd	straks	0
guttenaturen	topp	0
drømme	altet	0
skrekk	vilt	0
morgen	vind	0
kvad	toneveld	0
nykker	igår	0
tørn	bror	0
tilbake	trøst	0
vinger	skam	0
spent	hånd	0
her	inn	0
kåret	vann	0
Hull	huser	0
forestår	lagt	0
grøde	har	0
svinner	lande	0
jord	gårder	0
beklemt	dag	0
fold	truer	0
vind	raver	0
drømmer	kløfter	0
rytter	lenker	0
slører	sen	0
strand	ring	0
kvede	rør	0
bue	trone	0
aleine	forbi	0
drøm	synge	0
miste	hans	0
stund	slag	0
bryn	geil	0
tidsfordriv	leie	0
tømmen	bærer	0
støy	brast	0
Evighøye	leie	0
klode	gjaldt	0
gave	takk	0
størst	sagt	0
nytt	tak	0
bølger	ned	0
lyn	slette	0
forårssang	skjul	0
svanebryst	lå	0
såmann	bodde	0
spreder	fremtidssti	0
krenket	forstummet	0
fred	naturen	0
synd	gløden	0
sinn	stille	0
gav	land	0
gang	menn	0
stand	bord	0
den	hegne	0
til	tro	0
omkring	leir	0
vannet	sjøen	0
sild	syd	0
gi	er	0
matt	makt	0
dal	gård	0
nord	fattigdom	0
treder	gjester	0
hilder	vann	0
skikke	luet	0
form	svømmer	0
frelsesarméen	får	0
stø	være	0
forlot	bølger	0
klar	kne	0
bryst	kold	0
fisk	sprut	0
vis	rumme	0
blaå	sving	0
vindusglasset	best	0
forstå	båret	0
hernede	kraft	0
rene	tro	0
vandre	skulder	0
brønn	ned	0
ly	ur	0
vekk	flammen	0
ende	bygd	0
ømhedstørst	is	0
dra	gjester	0
bryst	savn	0
hule	sår	0
sang	strid	0
to	hvile	0
skjød	gyse	0
fordølger	lyn	0
tider	fårene	0
båret	bygge	0
riker	stiger	0
Eisenfresser	trist	0
frost	bestyr	0
LOFOTEN	øst	0
regimente	ikke	0
vakt	klippevegg	0
portaler	gny	0
kysten	flukten	0
gjerde	ad	0
annen	menneskekryp	0
grøde	full	0
er	hud	0
vinker	tordenslag	0
fortolkning	døv	0
derover	sky	0
dør	slekt	0
bakker	leid	0
tinning	plan	0
magneten	siv	0
vold	vinge	0
inn	frender	0
kjenning	skjul	0
gammen	bånd	0
tinder	bedøvet	0
stemme	jeg	0
slag	skrattet	0
fjell	lav	0
slår	under	0
ve	rep	0
til	hist	0
snerrer	kan	0
munn	gåde	0
hyener	forlatt	0
ritt	huset	0
bord	lykke	0
mørke	blinde	0
været	her	0
styrke	gav	0
slemt	forvinner	0
grøde	mere	0
brann	ende	0
over	sted	0
trone	bryst	0
fengsel	laurbærblader	0
stund	alt	0
vann	verset	0
argumenter	leie	0
skifter	bok	0
skaft	bjelkevegg	0
forlater	lenket	0
vårn	avste	0
fritt	skrud	0
sør	med	0
ser	rus	0
menn	art	0
strid	indre	0
små	Helena	0
forskutt	egg	0
luer	sympati	0
kaster	lyn	0
står	jager	0
full	død	0
blevet	forstår	0
frender	gavn	0
bringer	flammesvelg	0
slaver	grøde	0
sogn	to	0
vidt	ting	0
stamme	kyst	0
riste	jord	0
skrik	stumme	0
strander	ly	0
sølvsardin	alvorsfisk	0
prale	gang	0
satt	slott	0
peiling	til	0
lyder	velbehag	0
stund	barm	0
mørk	tenner	0
brak	revner	0
munn	stranden	0
svenne	tukt	0
være	skjelver	0
hveser	mil	0
ætt	trede	0
trekk	gull	0
lang	ratt	0
tenner	streder	0
fonn	lien	0
øde	sjelebod	0
grav	ånd	0
tønner	syd	0
hule	forstår	0
kue	ild	0
folk	ekeblader	0
ve	dommersprog	0
fatt	ord	0
raver	ror	0
forvisst	gave	0
ran	våker	0
skyen	stuen	0
ut	fiskerlag	0
dør	garn	0
sist	brøt	0
bred	finner	0
fjær	bakker	0
si	land	0
gry	biler	0
kilometer	vindusglass	0
salighet	strime	0
form	nord	0
blåsten	bølgedans	0
brann	døde	0
forretningsreise	Paris	0
selv	oss	0
knea	på	0
sjel	finner	0
døden	farvel	0
tredve	år	0
hendt	morgen	0
skjær	til	0
sist	åpenbare	0
vann	luner	0
lever	ro	0
brenner	gru	0
kyster	sjelen	0
sår	styrke	0
lang	sky	0
stund	verk	0
svinge	lede	0
jager	bred	0
narrespill	lamme	0
trykke	kryster	0
sanker	spor	0
sank	ham	0
fot	blikk	0
av	stor	0
øye	grå	0
vår	vårkaskade	0
kjekkhet	klang	0
lever	tunger	0
slott	harm	0
elende	følge	0
skrevet	evighet	0
bar	trer	0
lunde	slummer	0
bort	sten	0
metall	orde	0
med	vrimmel	0
grunn	sol	0
bragt	sted	0
betvinger	se	0
brøde	gjeld	0
sinn	instinkt	0
viv	blek	0
ro	kjenne	0
bedrifter	bygger	0
drømme	flid	0
gror	inn	0
ild	kyst	0
vandrer	nord	0
hvile	sparer	0
rønner	form	0
liv	fortapte	0
sanket	fyllende	0
marv	ramme	0
barm	vunde	0
ferdig	rang	0
ett	kvelden	0
send	stor	0
skumret	ro	0
gleder	bær	0
gjess	bakkehellet	0
hav	søndenvind	0
makt	gåde	0
makt	flukt	0
tilsinns	dem	0
ly	gro	0
sletter	horisonter	0
bjelkelag	tak	0
der	gull	0
stråtak-hytte	æressol	0
en	prakt	0
dere	kroner	0
flamme	ville	0
svinner	tider	0
hatt	slott	0
morgen	dommer	0
ridder	åndepust	0
mann	bror	0
vei	sus	0
tolk	skatt	0
støvet	stønn	0
se	ord	0
selv	dessverre	0
forstår	fjernet	0
fjæren	låt	0
rett	åpenbarer	0
flenger	fot	0
krigerskare	gry	0
tinder	glider	0
bekranse	fester	0
kryp	mor	0
farer	små	0
hvelver	makt	0
skinn	instinkt	0
støy	enger	0
bank	kave	0
gry	røk	0
nu	din	0
rykter	én	0
knuger	fanger	0
kinner	ild	0
duft	flytte	0
utkåren	bevise	0
saft	til	0
fjell	måneglans	0
lek	fin	0
dommer	nød	0
nåde	grunn	0
slekt	stevne	0
mer	gror	0
gull	for	0
krenket	krummet	0
liv	lære	0
bregner	mørk	0
veie	beskjed	0
flid	bane	0
vunnet	honning	0
strand	tid	0
duften	venninne	0
sum	tømmer	0
ørk	brenner	0
alt	masker	0
holder	kopp	0
mål	miste	0
kjøre	ei	0
strender	glede	0
givne	drøye	0
se	lett	0
smykke	lunefull	0
ombord	stavn	0
natt	fortelle	0
vind	drift	0
lanterner	glass	0
igjen	du	0
Nei	ild	0
boller	kopp	0
svenn	skrekk	0
profeten	bringe	0
dere	svar	0
stor	lykke	0
by	lytter	0
gang	land	0
kimer	vill	0
dra	buk	0
forfektere	forgapelse	0
dis	spiller	0
gull	dem	0
land	gyte	0
gang	vekt	0
kiste	slag	0
hav	kjøpt	0
alter	ånd	0
skjønn	tærer	0
fisk	flu	0
lære	fatal	0
gang	finn	0
ve	savn	0
til	sne	0
lenket	kyst	0
stempler	karakter	0
svøpe	flukten	0
alene	formår	0
spent	ledebånd	0
Rom	bære	0
hviner	inn	0
fanfare	svermeri	0
vis	Baal	0
gård	stå	0
gjøde	domme	0
kamp	ler	0
sving	strand	0
spare	ord	0
øm	elv	0
gry	kammer	0
rust	tarv	0
sjel	rike	0
vrider	stål	0
slott	rett	0
tegn	rammen	0
kjempe	få	0
bli	oss	0
nett	gården	0
klynger	tjene	0
bragt	gave	0
snur	skille	0
gjekkes	ny	0
hender	ly	0
strand	verset	0
snor	sand	0
kjenner	god	0
bror	gleder	0
hav	døpt	0
tvinger	drønn	0
vidunder	hammerslag	0
beste	sild	0
ombord	klippedale	0
banke	løfter	0
LOFOTEN	ville	0
benket	især	0
skjelver	makt	0
aner	skift	0
meg	gru	0
vang	tonet	0
malet	nei	0
natt	tente	0
duft	døre	0
trekk	befale	0
greiner	forbi	0
kan	flamme	0
bero	forlatt	0
mann	folket	0
skille	bror	0
smertensstønn	nød	0
etsteds	fiolen	0
forsoner	trang	0
koloni	stod	0
lyn	port	0
gjære	bister	0
inn	fler	0
vind	strender	0
beger	bord	0
skred	Jerusalem	0
fortolkning	vaner	0
ned	forsvinner	0
dvalen	puddelhund	0
fornemmer	bær	0
lærte	ser	0
stor	båret	0
kompani	stod	0
blad	kveld	0
får	verre	0
hender	flod	0
Totakvann	behendig	0
fast	draker	0
gror	bjerge	0
slår	lyd	0
bønn	evighetsordet	0
vende	eier	0
til	is	0
folk	se	0
smykke	nederlag	0
sort	holder	0
lindre	er	0
lidt	skinn	0
øyet	fengselsmur	0
slag	møye	0
plikter	tilende	0
dag	tjene	0
skaren	kamp	0
trærne	dem	0
dynd	skrekk	0
kinden	støvet	0
lammer	stund	0
skaft	styrke	0
sykt	meg	0
panne	målet	0
behag	legedom	0
hav	oss	0
pannen	med	0
prøve	dør	0
skatt	hvelv	0
strid	sår	0
bøyer	ham	0
små	Kartagena	0
her	svenne	0
gjenoppta	Mester	0
tykke	flyvebåt	0
kratt	drog	0
se	ed	0
blande	klare	0
kor	tang	0
stund	Aten	0
strand	forsvinner	0
forlatt	kor	0
rank	ham	0
krøp	ligger	0
KIRKEGÅRDEN	grav	0
ei	ikke	0
bød	slippe	0
levet	plankeverk	0
snarer	dekke	0
mer	gruset	0
kløvet	kommer	0
strand	blodet	0
svar	stål	0
klang	tror	0
broderkjede	rede	0
gys	renter	0
drømmer	sommer	0
behag	skjule	0
sist	blund	0
krenget	arme	0
sted	lukt	0
paragrafer	seier	0
derinn	ve	0
hær	sår	0
når	hjem	0
leie	gjest	0
ung	støv	0
finger	ord	0
JEG	søndenvind	0
sne	vevet	0
rundet	døv	0
sikker	Baal	0
før	død	0
verket	treffer	0
nær	slår	0
vannet	stige	0
hjem	kommer	0
slekt	forgjeves	0
fred	lever	0
hær	skrevet	0
bedrag	Ene	0
dypet	ned	0
bord	hode	0
innesperre	hvelv	0
ve	blinder	0
dog	ord	0
ly	lammet	0
trekk	vind	0
sår	bord	0
vold	skremmer	0
takten	en	0
protest	minister	0
jammer	kravler	0
minnet	fred	0
lutt	lande	0
vei	saler	0
rav	stor	0
fornemmer	lend	0
ord	drøm	0
tro	skygger	0
stjerner	palass	0
øde	ild	0
blå	kavet	0
tidlig	full	0
endt	Rom	0
gård	under	0
feiler	ord	0
syd	flak	0
gap	ren	0
sjøen	bryggen	0
gamle	gått	0
elende	bølge	0
frosten	den	0
bur	stund	0
ritual	hinket	0
grøde	evighet	0
kommer	stund	0
kan	hele	0
jord	matt	0
morgengry	drømte	0
blikk	gjøre	0
armt	igjen	0
luft	deg	0
hegn	rammen	0
stå	forferde	0
munn	kyst	0
bysser	hender	0
land	sang	0
kort	herrer	0
pust	tarv	0
minner	rider	0
land	minner	0
blidt	bære	0
venter	seil	0
ry	bedrifter	0
forsoner	gang	0
frem	leie	0
stjerner	skinn	0
tre	klager	0
saler	brann	0
sten	topp	0
skue	mod	0
gudeborgen	sus	0
fot	daler	0
går	nordvest	0
kloakk	renholdsverk	0
sky	lammet	0
havet	isbrekulden	0
nød	alle	0
nær	fedreland	0
gjemmes	snøfter	0
dvele	drikk	0
verker	bor	0
rede	bånd	0
dag	trer	0
bort	inn	0
dvale	morgengry	0
visst	Moses	0
døde	ord	0
vente	mann	0
stråler	glød	0
land	kjenne	0
gynger	skride	0
skride	Dernede	0
prale	navn	0
du	den	0
igjen	klager	0
tjene	råd	0
natt	stand	0
skille	brist	0
tempel	melket	0
mile	strider	0
røys	løs	0
evighetsbånd	lese	0
kryp	stund	0
kommando-ord	Danebrog	0
Hell	pløye	0
klirrer	omkring	0
tiden	drag	0
står	din	0
inn	fest	0
smiler	slekt	0
brud	symfoni	0
riker	Jesu	0
dypet	skygger	0
hus	under	0
danserinner	kvinnelist	0
bryn	bøye	0
veie	topp	0
skjuler	dag	0
tryller	melodi	0
på	kjær	0
rykter	miner	0
drakten	miner	0
veie	lover	0
kildevann	sprang	0
et	fornyer	0
grunner	trøst	0
jeg	ende	0
hjerte	forgå	0
fellen	kvast	0
spiller	nattelosji	0
stund	by	0
klamrer	kan	0
lenger	hat	0
bøyet	bar	0
troner	fødes	0
signal	skarer	0
miner	narrespill	0
tolket	verre	0
bringer	smake	0
kjære	drøm	0
jammer	skavler	0
diskuterer	vei	0
mildhet	favn	0
munn	se	0
mare	ingenlunde	0
kvelden	kvast	0
Gud	dåp	0
alene	vann	0
tukt	lange	0
vind	lå	0
om	stå	0
pøl	hånd	0
ro	inn	0
kledsel	lys	0
matte	gjel	0
skogpaulun	trilleslag	0
strømmer	nord	0
så	vold	0
ord	dale	0
jord	tone	0
draft	fengsel	0
vrå	grunn	0
hud	mave	0
skinner	slører	0
brød	amuletter	0
hånd	dommer	0
tilstede	venner	0
dommer	forklare	0
ham	sviktet	0
løfter	Hermonjetten	0
lag	le	0
hest	ringen	0
filler	håret	0
land	måde	0
frakt	tindre	0
øye	rammet	0
fri	glass	0
bytter	kaller	0
skjende	spill	0
vannet	hige	0
rede	egg	0
blikk	med	0
danserinner	kongemakt	0
bestrålet	favn	0
vugget	hulder	0
tinde	blå	0
båret	vise	0
bånd	fred	0
fra	hovedstad	0
Stokmarknes	tynt	0
skjer	blinde	0
rede	dessverre	0
skaffer	seier	0
plater	der	0
skyld	bord	0
hjem	sommer	0
kan	oppe	0
tid	symboler	0
tåker	foreskrev	0
smile	dunster	0
terminer	frank	0
strengeklang	rører	0
kjell	bestandig	0
tre	båt	0
leie	vei	0
fjell	hvelver	0
lenge	på	0
fengsler	hives	0
lært	situasjon	0
satt	fjorden	0
slutt	ulv	0
forlener	lam	0
gress	snor	0
krans	ender	0
stå	herde	0
god	ringe	0
smilte	blå	0
hendt	nå	0
gav	nåde	0
følgesvenn	venner	0
ømme	lang	0
eksesser	harsellist	0
væte	føk	0
kveld	eim	0
regnbueøy	grodde	0
kafé	snakk	0
gret	miste	0
larm	deg	0
ed	vendt	0
stjerner	favner	0
leie	sommernatt	0
glans	bedrifter	0
iver	døde	0
vei	skikke	0
lyd	årer	0
ikke	bor	0
higen	grense	0
prakt	Gud	0
rett	herre	0
kongedømme	vekten	0
endt	veg	0
vårt	spor	0
slag	finne	0
vann	netter	0
ånd	spille	0
side	brede	0
spare	svor	0
hender	gru	0
kjært	hjerte	0
barm	ild	0
Lofothesten	dum	0
blod	støttestav	0
sinn	klippe	0
form	skrud	0
syn	bånd	0
maur	synger	0
storm	skrud	0
stort	sinn	0
forstå	velger	0
lyd	sfærer	0
hender	døden	0
larm	forvirrer	0
myndighet	betvinge	0
tang	finn	0
nok	til	0
gynger	land	0
panne	herdebred	0
ende	jord	0
så	nøden	0
før	lønn	0
stand	sky	0
lønn	hende	0
han	binder	0
syn	stanger	0
himmel	sand	0
tang	lo	0
ord	brus	0
fremtrede	dømmesans	0
skifter	tennes	0
følger	med	0
bragte	allevegne	0
dolk	kluss	0
dyst	føden	0
brud	fri	0
legge	seg	0
vingefang	hånd	0
straks	glass	0
sprog	hav	0
vinger	sprut	0
skjære	kold	0
munning	blinker	0
skipper	havn	0
byer	plass	0
ro	berede	0
skatter	sammenføyd	0
stund	gry	0
spredte	skikk	0
rinner	breder	0
neste	sterk	0
dekk	runding	0
ned	muld	0
lenger	skatt	0
sverd	stål	0
by	minner	0
høye	klang	0
sprekk	muld	0
fløy	strenger	0
lærte	bruk	0
ømme	gang	0
snekken	ned	0
ære	dikter	0
vesteråls-sommer	jord	0
koret	ditinn	0
vinner	buk	0
helsebot	det	0
krigen	natt	0
ømme	siden	0
henger	egn	0
støyt	på	0
skikk	bileskaft	0
forlatt	ord	0
prest	malte	0
skille	kvist	0
lutt	ynde	0
forklaret	støvet	0
stille	fabrikk	0
verdig	kinn	0
dør	stene	0
Ene	ord	0
beskytter	svik	0
mæle	klut	0
lend	ran	0
høst	hyttetak	0
ferden	følger	0
gikk	strengeleik	0
sten	sender	0
bør	venn	0
kirken	fart	0
svinge	hender	0
lå	fjerne	0
strand	muld	0
vinge	lue	0
skjer	gror	0
fotefar	glad	0
tinder	reder	0
lyn	hall	0
flere	grav	0
mett	god	0
kanhende	underlagt	0
tukter	stål	0
stor	tvil	0
sammen	an	0
muld	besatt	0
hånd	forklaret	0
snau	kold	0
god	tanker	0
tjene	jord	0
kryp	avgrundsskinn	0
sport'n	gamling	0
evighetsbånd	nese	0
stunder	jamrer	0
smake	svor	0
døren	stillehavspassat	0
tømmen	fjerner	0
alene	metter	0
trekk	runding	0
forfølger	svart	0
dem	havet	0
står	tror	0
landet	blesten	0
få	kåret	0
smil	stille	0
skjær	ting	0
sanger	speil	0
tørke	fugle	0
sølvertoner	tande	0
Baal	runer	0
havn	fengselsmur	0
styrke	vind	0
sky	drømte	0
ringer	annet	0
vidder	lunefull	0
blåsten	den	0
kar	sinn	0
løv	dikt	0
kun	tåkeluft	0
skam	nåde	0
høres	attakker	0
nøyes	krone	0
bedrag	jord	0
menn	fugl	0
tanker	venn	0
kjøre	meg	0
finner	snakk	0
dom	ikke	0
lammet	ro	0
skogen	navn	0
brenner	Fortell	0
strider	forstår	0
strand	ubendig	0
port	måke	0
land	vandre	0
selv	herre	0
kunst	våt	0
snor	topp	0
av	leie	0
le	inn	0
sporden	fisk	0
dans	speil	0
til	strid	0
forlatt	fører	0
tvette	tegn	0
skjær	hist	0
være	faste	0
hen	fiskerlag	0
goder	furer	0
buser	hull	0
vasser	kommer	0
igjen	skjød	0
grønt	tanke	0
av	rører	0
flyr	make	0
dårer	gåde	0
nært	hjerte	0
egn	trilleslag	0
falt	hernede	0
smerte	når	0
form	temme	0
blodet	omkring	0
ett	kvast	0
søndenvindsdrag	milde	0
storm	temme	0
liv	gikk	0
munnen	daget	0
leder	barm	0
sne	dampen	0
år	offerild	0
karusell	hen	0
gamling	sanger	0
hender	til	0
hus	forandret	0
natt	løvet	0
tenker	sky	0
lammet	svinner	0
bedrage	kryster	0
herde	skjold	0
rundt	bittesmå	0
millioner	brus	0
forvisst	have	0
klang	zinken	0
svinger	tilbage	0
går	frihets-stevne	0
luften	kysser	0
lyn	blikk	0
lette	hånd	0
flamme	rørte	0
brenne	alt	0
plikter	kanhende	0
ørkenbunn	by	0
virken	fart	0
sol	slåss	0
land	fritt	0
tåket	tok	0
svang	tider	0
sus	krone	0
takten	tusen	0
være	kaste	0
lyser	hvitt	0
sang	rører	0
hopp	sammen	0
Glahn	stjerneskinn	0
tegn	lå	0
pakt	vinger	0
frem	bever	0
praleri	oppe	0
kirke	tak	0
betvinger	mindre	0
lien	fjell	0
stål	norm	0
ene	borg	0
regjerer	frem	0
opp	prakt	0
blikk	næret	0
røre	bud	0
farer	kraft	0
skrekk	står	0
dammer	grå	0
sommer	dun	0
gavn	kvide	0
brann	gynger	0
slumret	stemme	0
grunnen	smed	0
vugget	vekst	0
ringes	pjalter	0
vei	skinner	0
stå	rørte	0
sinn	kvist	0
bred	forsvinner	0
skjul	vekt	0
sett	vrimmel	0
øren	mat	0
næret	slag	0
himmellyst	ære	0
fortæret	sår	0
klynger	sinn	0
dekke	klinger	0
sne	minarett	0
stammer	ly	0
alene	sorg	0
ting	pinner	0
derinne	omkring	0
skinn	ild	0
første	ett	0
så	hørte	0
evner	raft	0
skatte	verner	0
himmelørn	skille	0
santen	lykkes	0
le	kilen	0
flammesky	himmelluer	0
knuger	øye	0
vind	vinker	0
komme	vis	0
sprut	står	0
farer	tilrette	0
Skjønn	flom	0
svar	alene	0
feier	kne	0
ris	huler	0
arv	ramme	0
glans	lande	0
hevet	kor	0
Gud	inn	0
glider	fall	0
skyer	plass	0
øy	tegne	0
gull	larm	0
morderstål	hører	0
lett	vente	0
gang	banker	0
grus	Kartagena	0
skjønne	strakt	0
støv	spinn	0
gang	fiskerlag	0
ly	frukter	0
vei	hav	0
svakt	skjegg	0
dør	med	0
bur	kammer	0
glippe	svenne	0
ferdig	engang	0
sted	selv	0
lenker	krigerskare	0
tale	tiet	0
støv	rikt	0
tale	savn	0
gryr	dag	0
fjær	rammet	0
bedrifter	kval	0
Borgen	plikter	0
tempel	skimmel	0
fingre	det	0
spare	bestå	0
vekt	tømmer	0
Røst	stedet	0
velde	bort	0
seg	bjørketopp	0
står	nær	0
strande	vrimmel	0
sky	bønn	0
stille	gård	0
flammesky	skuer	0
sprang	drott	0
høvelspån	oljesveis	0
lengte	ting	0
på	braser	0
gull	åker	0
rad	glass	0
omstøtes	krever	0
barmen	vilde	0
tronen	skje	0
dør	jord	0
fossen	fløtt	0
slag	inne	0
vasser	sommer	0
bud	ei	0
klagen	vemodsfull	0
falt	larm	0
ferden	stund	0
maske	stake	0
kull	sesongen	0
is	drakt	0
kjenne	makt	0
vest	gruper	0
øer	gyller	0
kvinneskrik	døden	0
egne	sted	0
smil	sverd	0
klokker	svar	0
sjel	bryn	0
går	aks	0
bysser	tenner	0
pakt	panne	0
natten	hosebånd	0
vind	blinker	0
rundet	sinn	0
formene	frukt	0
røre	om	0
frost	jord	0
kryp	glar	0
venninne	kysser	0
morraspill	toner	0
glød	munn	0
legge	vei	0
bære	blod	0
huggestabbe	trinn	0
kryster	trang	0
møy	verk	0
landet	blund	0
mitt	tuppen	0
øde	derav	0
gård	sten	0
favn	skar	0
evighet	hendt	0
gaver	ord	0
glede	venner	0
handles	snakk	0
ørkenbunn	gry	0
bragt	have	0
dit	lød	0
sang	dage	0
nu	natt	0
feiler	skjer	0
